Total_Time,Computation_Time,Derived_Communication_Time,Measured_Communication_Time,Number_of_Nodes,Processes_per_Node,Working_Set_Size,Working_Set_Size_(Bytes),Message_Size,Message_Size_(Bytes),Total_Time_STD,Computation_Time_STD,Measured_Communication_Time_STD,Derived_Communication_Time_STD,Total_Processes,Message_Size_Mul.,Number_of_Messages,Computational_Load_Type,Communication_to_Total_Time_Ratio,RF_Model_Communication_Time,RF_Model_Communication_Time_Percentage_Error,Gradient_Boosting_Model_Communication_Time,Gradient_Boosting_Model_Communication_Time_Percentage_Error,Tuned_Gradient_Boosting_Model_Communication_Time,Tuned_Gradient_Boosting_Model_Communication_Time_Percentage_Error
0.053949625,0.011631,0.042318625,0.04231525,4,2,2MiB,2097152.0,200.0KiB,25600.0,0.0052214070646115,0.0035504243760429,0.0046415757494088,0.0046413028595831,8.0,50.0,4.0,Memory_Bound,0.7843474352231363,0.09295912086963654,1.196823239326477,0.04638281837105751,0.09612539410591125,0.04271566867828369,0.009462789632380009
0.0465381874999999,0.0096765625,0.0368616249999999,0.0368590625,4,4,2MiB,2097152.0,400.0KiB,51200.0,0.0089824439409519,0.0002265074415858,0.0090798971667411,0.0090794577197305,16.0,100.0,4.0,Memory_Bound,0.7920175769630049,0.0942128598690033,1.5560297966003418,0.060818400233983994,0.6500257253646851,0.05102121829986572,0.3842245638370514
0.047841375,0.0097335625,0.0381078125,0.038105,4,4,2MiB,2097152.0,200.0KiB,25600.0,0.0058302681528704,0.000240308387481,0.005782593352035,0.0057822771597653,16.0,50.0,8.0,Memory_Bound,0.7964863050027303,0.11533673107624054,2.0268137454986572,0.06853213161230087,0.798507571220398,0.045602381229400635,0.19675584137439728
0.041336,0.0104695625,0.0308664375,0.0308635,8,2,2MiB,2097152.0,200.0KiB,25600.0,2.180309611041499e-05,0.0005737657371207,0.0005639785013633,0.000564335335677,16.0,50.0,4.0,Memory_Bound,0.7466494097155022,0.09295912086963654,2.0119435787200928,0.04572803154587746,0.48162174224853516,0.042288243770599365,0.37017008662223816
0.04407734375,0.0098119375,0.03426540625,0.03426128125,8,4,2MiB,2097152.0,200.0KiB,25600.0,0.000107414387239,0.0005135324318811,0.0004899086161198,0.0004910267851257,32.0,50.0,4.0,Memory_Bound,0.7772991368156116,0.09295912086963654,1.7132411003112793,0.047124069184064865,0.3754321336746216,0.039391517639160156,0.14973856508731842
0.049772125,0.010264140625,0.039507984375,0.039504265625,8,8,2MiB,2097152.0,200.0KiB,25600.0,0.0001599006038919,0.0004075009151518,0.0004378812354033,0.0004380032281626,64.0,50.0,4.0,Memory_Bound,0.793702612154896,0.10413670539855957,1.6360875368118286,0.06261041015386581,0.5849024653434753,0.04946964979171753,0.2522609233856201
0.0902567578125,0.0226304609375,0.0676262968749999,0.0676220546875,8,16,2MiB,2097152.0,200.0KiB,25600.0,0.0004028407475761,0.0015386058010335,0.0015417966959676,0.0015417421576305,128.0,50.0,2.0,Memory_Bound,0.7492187435757277,0.1378367841243744,1.0383405685424805,0.09353984147310257,0.383274108171463,0.09721308946609497,0.43759435415267944
0.094269125,0.02381464375,0.07045448125,0.070450775,8,20,2MiB,2097152.0,200.0KiB,25600.0,0.0156137492441557,0.003545745482876,0.0158135570148488,0.0158135576689639,160.0,50.0,2.0,Memory_Bound,0.747336681018308,0.20679505169391632,1.9353127479553223,0.06376028060913086,-0.09496694058179855,0.09802085161209106,0.39133813977241516
0.088472125,0.03567875,0.052793375,0.0527905,4,2,8MiB,8388608.0,400.0KiB,51200.0,0.0091244115349635,0.0006903308536491,0.009619965865324,0.0096210982992782,8.0,50.0,2.0,Memory_Bound,0.5966907655942478,0.09661063551902771,0.8300761580467224,0.05305337905883789,0.004979661665856838,0.05603057146072388,0.06137602776288986
0.0902092499999999,0.035715125,0.054494125,0.0544907499999999,4,2,8MiB,8388608.0,800.0KiB,102400.0,0.0096215315926052,0.0009929250270664,0.0105430109403101,0.0105438847375801,8.0,100.0,2.0,Memory_Bound,0.6040483653283892,0.11435744166374207,1.0986579656600952,0.08238957077264786,0.5119919180870056,0.0683513879776001,0.25436684489250183
0.0844421249999999,0.03663275,0.047809375,0.047805,4,2,8MiB,8388608.0,400.0KiB,51200.0,0.0094096817485701,0.0014159874425643,0.009836516710706,0.0098368813901751,8.0,50.0,4.0,Memory_Bound,0.5661273919859312,0.09707850217819214,1.0307185649871826,0.059422362595796585,0.24301563203334808,0.053088486194610596,0.11052162200212479
0.111406875,0.035673875,0.075733,0.0757295,4,2,8MiB,8388608.0,800.0KiB,102400.0,0.008776221246036,0.0007924732546748,0.0095055320866324,0.0095045338786286,8.0,100.0,4.0,Memory_Bound,0.6797560742997234,0.1148253083229065,0.5162560343742371,0.08875852078199387,0.17204688489437103,0.0734323263168335,-0.03033389337360859
0.107648125,0.036616125,0.071032,0.071028,4,2,8MiB,8388608.0,400.0KiB,51200.0,0.0090202518041003,0.0009473616571167,0.009624615953377,0.0096261350889128,8.0,50.0,8.0,Memory_Bound,0.6598164157527129,0.11950422823429108,0.682494580745697,0.08247452229261398,0.16115504503250122,0.07298243045806885,0.027516314759850502
0.156316625,0.036436875,0.11987975,0.11987625,4,2,8MiB,8388608.0,800.0KiB,102400.0,0.0056624782767243,0.0009902405563169,0.0065603085245665,0.0065612544294136,8.0,100.0,8.0,Memory_Bound,0.7668810019407726,0.14283530414104462,0.19152295589447021,0.11880042403936386,-0.008974476717412472,0.11405348777770996,-0.04857311397790909
